step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
1,PAYMENT,777.87,C000052545,1508.74,730.87,C000037845,228.16,1006.03,0,0
1,PAYMENT,338.01,C000055697,4324.93,3986.92,C000001024,364.87,702.88,0,0
1,CASH_OUT,251.76,C000052706,1311.17,1059.41,C000013570,4172.98,4424.74,0,0
1,CASH_IN,33.49,C000013367,3818.1,3784.61,C000052601,57.28,90.77,0,0
1,DEBIT,1397.43,C000041599,3130.26,1732.83,C000034372,1134.65,2532.08,0,0
1,CASH_OUT,594.54,C000010440,9011.63,8417.09,C000049781,1822.53,2417.06,0,0
1,PAYMENT,2487.52,C000062318,2728.76,241.24,C000042238,4355.79,6843.31,0,0
1,DEBIT,137.5,C000060764,214.75,77.25,C000038483,311.14,448.64,0,0
1,CASH_OUT,9735.25,C000066381,1438.37,0.0,C000057070,2850.07,12585.32,0,0
1,CASH_OUT,1312.69,C000062462,12186.47,10873.78,C000019123,26953.61,28266.3,0,0
1,PAYMENT,569.63,C000029758,2388.09,1818.46,C000054154,510.84,1080.47,0,0
1,CASH_OUT,1092.98,C000000623,217.34,0.0,C000014889,14400.51,15493.49,0,0
1,CASH_IN,475.93,C000035154,2840.13,2364.2,C000045806,4768.53,5244.46,0,0
1,CASH_IN,502.26,C000040670,3003.08,2500.82,C000006082,804.69,1306.95,0,0
1,CASH_OUT,334.78,C000039743,4939.93,4605.15,C000033313,9362.11,9696.89,0,0
1,CASH_OUT,7307.8,C000006995,31910.25,24602.44,C000019142,140.11,7447.91,0,0
1,TRANSFER,454.95,C000053893,309.47,0.0,C000055090,5905.06,6360.01,0,0
1,CASH_OUT,603.32,C000016410,5288.83,4685.51,C000003831,1512.8,2116.11,0,0
1,CASH_OUT,1432.64,C000061362,515.34,0.0,C000066082,716.93,2149.57,0,0
1,TRANSFER,4441.44,C000054997,1602.82,0.0,C000051857,2212.65,6654.09,0,0
1,PAYMENT,608.0,C000042070,12581.87,11973.88,C000060580,2236.34,2844.34,0,0
1,CASH_IN,143.59,C000061493,503.89,360.3,C000047987,463.52,607.11,0,0
1,CASH_OUT,143.51,C000024116,16858.35,16714.83,C000024299,127.26,270.77,0,0
1,CASH_OUT,372.75,C000051024,2189.61,1816.86,C000005830,496.54,869.3,0,0
1,PAYMENT,380.06,C000034545,1833.98,1453.92,C000023728,8116.68,8496.73,0,0
1,CASH_IN,1254.59,C000024381,1018.64,0.0,C000000948,151.94,1406.53,0,0
1,CASH_OUT,2109.78,C000042069,3212.48,1102.7,C000028799,89.52,2199.3,0,0
1,PAYMENT,1709.64,C000058202,252.38,0.0,C000001690,1059.6,2769.24,0,0
1,CASH_OUT,20503.42,C000003659,20503.42,0.0,C000043981,2005.29,22508.71,1,0
1,CASH_OUT,256.78,C000062097,2213.45,1956.66,C000035487,94.24,351.02,0,0
1,PAYMENT,1211.13,C000043741,916.61,0.0,C000031481,689.96,1901.09,0,0
1,PAYMENT,212.35,C000037315,518.76,306.42,C000032498,20078.74,20291.09,0,0
1,CASH_IN,407.7,C000008693,117.27,0.0,C000008628,1595.42,2003.12,0,0
1,PAYMENT,1419.41,C000041600,2678.18,1258.77,C000004904,35.99,1455.4,0,0
1,CASH_OUT,1009.59,C000002308,1634.31,624.71,C000043846,7307.99,8317.59,0,0
1,CASH_OUT,8774.71,C000060437,7248.77,0.0,C000051556,9143.08,17917.8,0,0
1,CASH_OUT,130.06,C000003546,10435.64,10305.58,C000012460,1619.56,1749.62,0,0
1,PAYMENT,248.83,C000060767,11167.04,10918.21,C000027299,226.38,475.21,0,0
1,CASH_OUT,170.14,C000041580,440.88,270.74,C000038816,802.75,972.89,0,0
1,TRANSFER,2517.43,C000016768,875.86,0.0,C000055693,437.33,2954.77,0,0
1,PAYMENT,173.62,C000008175,5843.09,5669.47,C000034157,744.76,918.38,0,0
1,CASH_OUT,346.63,C000053204,11817.0,11470.37,C000040089,1084.49,1431.12,0,0
1,CASH_IN,1866.58,C000016159,18253.43,16386.85,C000000115,35.92,1902.5,0,0
1,TRANSFER,340.44,C000065034,10716.69,10376.25,C000030970,11855.61,12196.05,0,0
1,DEBIT,3922.82,C000058013,32806.74,28883.91,C000054614,1532.57,5455.39,0,0
1,TRANSFER,2702.84,C000032118,838.55,0.0,C000062377,2487.51,5190.35,0,0
1,TRANSFER,1049.36,C000041516,12131.89,11082.53,C000024128,4723.26,5772.62,0,0
1,TRANSFER,231.12,C000004300,417.91,186.79,C000047719,1676.01,1907.13,0,0
1,CASH_OUT,1356.38,C000016202,13221.55,11865.18,C000028840,1722.51,3078.88,0,0
1,CASH_OUT,693.05,C000021790,3582.82,2889.77,C000041209,431.87,1124.92,0,0
1,CASH_OUT,640.56,C000034703,50375.23,49734.67,C000057685,2420.59,3061.15,0,0
1,CASH_OUT,536.27,C000053940,7943.9,7407.63,C000029035,1974.23,2510.5,0,0
1,CASH_OUT,267.38,C000004921,607.65,340.28,C000049992,213.21,480.59,0,0
1,PAYMENT,6065.99,C000037771,1614.7,0.0,C000046578,183.38,6249.36,0,0
1,CASH_OUT,179.22,C000040833,3886.21,3706.99,C000057414,118.59,297.81,0,0
1,PAYMENT,1124.71,C000007558,848.86,0.0,C000001443,2330.62,3455.33,0,0
1,PAYMENT,308.73,C000020789,11619.05,11310.32,C000057366,1430.02,1738.75,0,0
1,CASH_IN,185.9,C000055445,105.24,0.0,C000016933,9266.54,9452.44,0,0
1,DEBIT,1064.13,C000016414,1706.17,642.04,C000031641,9494.59,10558.72,0,0
1,PAYMENT,1212.22,C000057218,5487.21,4274.99,C000017903,3267.09,4479.31,0,0
1,PAYMENT,64.24,C000038994,8243.12,8178.88,C000065797,145.45,209.69,0,0
1,PAYMENT,3290.63,C000016262,39663.35,36372.73,C000027243,1549.1,4839.73,0,0
1,CASH_IN,12.91,C000056520,4165.97,4153.06,C000059495,11908.83,11921.73,0,0
1,CASH_OUT,12633.96,C000012079,12633.96,0.0,C000006063,2578.11,15212.07,1,0
1,DEBIT,800.83,C000019490,197.26,0.0,C000026910,6226.17,7027.0,0,0
1,CASH_IN,1841.45,C000029656,669.36,0.0,C000007820,12916.54,14757.99,0,0
1,CASH_OUT,2943.06,C000000221,32147.03,29203.96,C000037168,104922.48,107865.54,0,0
1,PAYMENT,352.52,C000031706,7011.02,6658.5,C000006271,5211.62,5564.14,0,0
1,CASH_OUT,1608.93,C000040317,3504.65,1895.72,C000056987,1213.18,2822.11,0,0
1,CASH_OUT,736.09,C000033103,1424.46,688.37,C000058127,12076.84,12812.93,0,0
1,CASH_IN,559.89,C000044954,6095.81,5535.91,C000019789,3343.5,3903.39,0,0
1,CASH_OUT,146.59,C000023072,4547.31,4400.72,C000044756,7366.6,7513.19,0,0
1,CASH_IN,165.3,C000029465,812.28,646.98,C000035690,1221.26,1386.55,0,0
1,PAYMENT,582.36,C000025001,4040.7,3458.34,C000052066,3687.07,4269.44,0,0
1,PAYMENT,2045.58,C000047969,15712.02,13666.44,C000014466,20655.9,22701.49,0,0
1,CASH_OUT,558.91,C000065928,2072.38,1513.47,C000017533,225.05,783.96,0,0
1,TRANSFER,4447.34,C000001847,694.63,0.0,C000012090,260.79,4708.13,0,0
1,CASH_OUT,264.46,C000040412,226.21,0.0,C000025324,27085.68,27350.14,0,0
1,CASH_OUT,606.06,C000029508,3125.52,2519.46,C000054217,1151.45,1757.51,0,0
1,CASH_IN,627.14,C000037251,6235.87,5608.72,C000017446,2266.74,2893.88,0,0
1,PAYMENT,4568.76,C000012491,111925.22,107356.46,C000045572,567.78,5136.53,0,0
1,CASH_OUT,770.55,C000008075,9421.1,8650.54,C000006208,390.66,1161.21,0,0
1,CASH_OUT,3208.85,C000065423,28215.41,25006.56,C000021411,11162.29,14371.14,0,0
1,CASH_OUT,188.46,C000019849,5549.53,5361.07,C000032373,2930.47,3118.94,0,0
1,CASH_IN,559.67,C000052607,1575.37,1015.7,C000063449,32205.04,32764.71,0,0
1,DEBIT,497.33,C000023697,24340.34,23843.01,C000053314,13435.94,13933.27,0,0
1,PAYMENT,2517.1,C000025910,268.23,0.0,C000023624,5180.28,7697.38,0,0
1,CASH_OUT,22.05,C000013373,4563.89,4541.85,C000018617,2248.15,2270.19,0,0
1,PAYMENT,52.5,C000035925,3763.06,3710.56,C000050466,16292.3,16344.8,0,0
1,CASH_IN,3596.91,C000022874,208.77,0.0,C000028268,1483.36,5080.28,0,0
1,CASH_OUT,328.82,C000058433,2026.17,1697.35,C000015276,3780.34,4109.16,0,0
1,CASH_OUT,1739.46,C000011591,12393.76,10654.3,C000062979,10297.67,12037.13,0,0
1,CASH_OUT,48.66,C000042365,31799.29,31750.63,C000019344,871.07,919.74,0,0
1,CASH_IN,3254.68,C000009067,46725.56,43470.88,C000001101,378.73,3633.42,0,0
1,DEBIT,207.79,C000061406,698.7,490.91,C000006134,3943.07,4150.86,0,0
1,CASH_OUT,1281.02,C000014620,4182.71,2901.7,C000008669,359.36,1640.38,0,0
1,CASH_IN,499.16,C000015046,6928.09,6428.93,C000058020,16846.43,17345.58,0,0
1,CASH_OUT,2667.7,C000032556,18983.07,0.0,C000019260,5474.9,8142.6,1,0
1,CASH_OUT,2701.92,C000059826,973.81,0.0,C000035948,702.56,3404.48,0,0
1,PAYMENT,402.19,C000016173,2803.12,2400.94,C000045208,2666.49,3068.68,0,0
1,CASH_IN,872.61,C000054433,13159.4,12286.79,C000017675,1478.71,2351.32,0,0
1,DEBIT,89.99,C000004050,962.68,872.69,C000029412,607.47,697.46,0,0
1,CASH_OUT,446.32,C000011019,3475.53,3029.2,C000007472,306.7,753.02,0,0
1,CASH_IN,52.41,C000017586,5121.3,5068.9,C000013849,13496.54,13548.94,0,0
1,CASH_IN,255.69,C000045061,2964.28,2708.59,C000037100,1602.28,1857.97,0,0
1,TRANSFER,165.73,C000044647,4003.41,3837.68,C000052721,9234.89,9400.62,0,0
1,PAYMENT,314.32,C000050297,2332.17,2017.85,C000004716,960.69,1275.0,0,0
1,CASH_OUT,1068.52,C000027066,3455.04,2386.51,C000003329,25495.67,26564.2,0,0
1,CASH_OUT,297.77,C000044794,711491.25,711193.48,C000003493,2058.52,2356.29,0,0
1,CASH_IN,950.92,C000017138,1588.76,637.84,C000048566,242.72,1193.64,0,0
1,PAYMENT,132.14,C000051396,2718.55,2586.41,C000033559,2144.84,2276.98,0,0
1,PAYMENT,7429.52,C000056518,11189.08,3759.57,C000017805,708.08,8137.59,0,0
1,PAYMENT,4319.86,C000011143,275.77,0.0,C000021274,4622.15,8942.01,0,0
1,DEBIT,16705.37,C000028414,11993.94,0.0,C000020192,2951.79,19657.17,0,0
1,CASH_IN,1801.57,C000023174,4595.6,2794.03,C000060897,709.41,2510.98,0,0
1,CASH_IN,1613.59,C000044098,7357.01,5743.42,C000003560,11445.8,13059.39,0,0
1,CASH_OUT,55.87,C000051700,3168.84,3112.97,C000006927,1909.63,1965.5,0,0
1,CASH_OUT,973.72,C000011774,3165.06,2191.34,C000004513,5638.35,6612.07,0,0
1,CASH_IN,2385.15,C000053370,10644.7,8259.55,C000041068,14274.18,16659.33,0,0
1,CASH_IN,336.16,C000017417,1438.25,1102.09,C000048816,322.5,658.65,0,0
1,CASH_OUT,956.22,C000027721,2576.15,1619.93,C000017863,3100.06,4056.28,0,0
1,CASH_OUT,366.93,C000062948,149.87,0.0,C000005688,153.73,520.67,0,0
1,PAYMENT,221.03,C000060010,15545.44,15324.41,C000042935,2478.6,2699.63,0,0
1,PAYMENT,562.59,C000059363,28852.39,28289.8,C000002564,916.85,1479.43,0,0
1,CASH_OUT,866.51,C000010436,3743.96,2877.44,C000004337,4341.45,5207.96,0,0
1,CASH_IN,287.62,C000027859,13873.79,13586.17,C000033007,,861.87,0,0
1,PAYMENT,441.68,C000030391,4121.15,3679.48,C000017094,1876.74,2318.42,0,0
1,CASH_IN,151.3,C000014683,18961.14,18809.84,C000013772,161.96,313.26,0,0
1,PAYMENT,928.07,C000042904,2030.58,1102.51,C000050487,1364.15,2292.22,0,0
1,CASH_OUT,237.44,C000023701,2401.31,2163.87,C000057997,2397.5,2634.94,0,0
1,CASH_OUT,239.93,C000007778,1681.66,1441.73,C000030257,8670.76,8910.69,0,0
1,PAYMENT,1026.3,C000000369,2384.81,1358.5,C000060049,4219.26,5245.56,0,0
1,CASH_IN,546.96,C000029444,3268.35,2721.4,C000014057,4125.8,4672.76,0,0
1,CASH_IN,877.0,C000009862,10824.77,9947.76,C000059334,1902.68,2779.68,0,0
1,PAYMENT,131.58,C000058865,16535.26,16403.68,C000017889,1182.98,1314.56,0,0
1,CASH_OUT,5538.1,C000051216,1143.46,0.0,C000009653,1147.16,6685.25,0,0
1,PAYMENT,6662.55,C000040257,8442.7,1780.15,C000025871,18807.74,25470.29,0,0
1,PAYMENT,80.0,C000056710,2701.89,2621.89,C000049016,16899.17,16979.18,0,0
1,PAYMENT,2696.76,C000062703,6206.81,3510.04,C000051948,63767.65,66464.42,0,0
1,CASH_IN,64.83,C000052962,17001.58,16936.75,C000047071,4169.65,4234.48,0,0
1,CASH_IN,885.83,C000029243,3368.29,2482.46,C000043144,8283.43,9169.25,0,0
1,PAYMENT,1940.57,C000035809,598.2,0.0,C000051430,119.39,2059.96,0,0
1,DEBIT,360.83,C000032383,1085.64,724.81,C000061072,2309.6,2670.43,0,0
1,CASH_OUT,536.16,C000064935,8777.85,8241.69,C000005084,245.64,781.8,0,0
1,PAYMENT,1313.92,C000041158,348.24,0.0,C000052344,26026.72,27340.63,0,0
1,CASH_OUT,2545.43,C000056993,1496.19,0.0,C000014380,8439.11,10984.54,0,0
1,PAYMENT,233.01,C000014293,1828.77,1595.75,C000014614,236.59,469.6,0,0
1,CASH_IN,437.6,C000064270,5167.98,4730.38,C000006409,6980.87,7418.48,0,0
1,PAYMENT,1445.09,C000046788,1068.93,0.0,C000037503,1853.82,3298.91,0,0
1,PAYMENT,143.95,C000042098,3307.81,3163.86,C000040935,1382.23,1526.18,0,0
1,DEBIT,1897.74,C000027387,3403.55,1505.82,C000009403,22549.09,24446.82,0,0
1,CASH_OUT,3580.9,C000022197,144.98,0.0,C000034695,678.38,4259.28,0,0
1,DEBIT,1312.97,C000024542,10119.19,8806.22,C000047106,353.21,1666.18,0,0
1,CASH_OUT,363.16,C000030186,113.03,0.0,C000046057,10723.44,11086.59,0,0
1,CASH_OUT,961.04,C000013433,15477.01,14515.97,C000032719,115.78,1076.83,0,0
1,PAYMENT,278.51,C000032849,926.7,648.19,C000029548,6898.67,7177.18,0,0
1,TRANSFER,20297.72,C000062748,3239.48,0.0,C000015827,4152.02,24449.73,0,0
1,PAYMENT,1252.3,C000026530,11349.6,10097.3,C000022857,59133.03,60385.33,0,0
1,TRANSFER,118.4,C000022964,4530.87,4412.48,C000001590,2792.83,2911.22,0,0
1,CASH_OUT,1517.26,C000002404,4453.57,2936.31,C000021960,5325.46,6842.72,0,0
1,CASH_OUT,138.99,C000025479,2347.21,2208.22,C000057735,528.72,667.71,0,0
1,PAYMENT,1365.73,C000060665,3776.29,2410.56,C000047794,2106.09,3471.81,0,0
1,CASH_OUT,4284.89,C000043121,16001.29,11716.39,C000008198,1634.67,5919.56,0,0
1,TRANSFER,2017.01,C000052519,35261.37,33244.36,C000040139,5135.77,7152.77,0,0
1,CASH_OUT,2673.4,C000032841,658.12,0.0,C000029125,535.8,3209.19,0,0
1,PAYMENT,608.54,C000052356,11688.12,11079.57,C000033546,9281.87,9890.42,0,0
1,CASH_OUT,1362.55,C000017210,609.51,0.0,C000003141,13248.42,14610.97,0,0
1,TRANSFER,331.32,C000055350,21586.98,21255.66,C000048413,3026.87,3358.2,0,0
1,PAYMENT,231.76,C000014868,58338.15,58106.39,C000041420,7509.86,7741.61,0,0
1,CASH_OUT,779.45,C000024543,11973.87,11194.42,C000056173,1747.48,2526.93,0,0
1,CASH_IN,4892.02,C000050874,6898.81,2006.79,C000056258,7085.34,11977.36,0,0
1,CASH_OUT,996.91,C000003511,1882.19,885.28,C000058320,200.8,1197.71,0,0
1,PAYMENT,141.36,C000032669,2087.75,1946.39,C000021961,2096.27,2237.63,0,0
1,PAYMENT,292.07,C000005050,10402.65,10110.58,C000010183,12502.93,12795.0,0,0
1,CASH_OUT,529.6,C000030976,263.29,0.0,C000036648,15725.98,16255.58,0,0
1,CASH_OUT,616.41,C000013808,638.4,21.99,C000035158,95.26,711.67,0,0
1,CASH_IN,4102.06,C000035398,5078.12,976.06,C000060572,3447.82,7549.88,0,0
1,DEBIT,2188.96,C000054381,399.32,0.0,C000033475,490.76,2679.72,0,0
1,PAYMENT,1348.57,C000021409,4428.55,3079.98,C000042689,1291.13,2639.7,0,0
1,CASH_OUT,823.58,C000025696,32808.62,31985.04,C000037305,513.37,1336.95,0,0
1,CASH_OUT,1018.37,C000047610,30130.66,29112.29,C000065383,1625.43,2643.8,0,0
1,CASH_OUT,223.03,C000016673,2400.46,2177.42,C000038335,155.47,378.5,0,0
1,PAYMENT,187.09,C000027629,22881.89,22694.8,C000022362,325.62,512.71,0,0
1,CASH_OUT,1623.84,C000040112,3448.34,1824.5,C000017706,923.08,2546.92,0,0
1,TRANSFER,66.12,C000063642,818.1,751.98,C000029705,675.59,741.7,0,0
1,PAYMENT,1789.07,C000051199,2287.1,498.03,C000003749,78.63,1867.7,0,0
1,CASH_IN,1343.03,C000014179,39247.66,37904.63,C000025223,182.67,1525.69,0,0
1,CASH_OUT,361.15,C000016761,8869.7,8508.56,C000035890,6966.5,7327.65,0,0
1,CASH_IN,418.56,C000005901,1218.14,799.58,C000049701,55.0,473.56,0,0
1,CASH_OUT,2303.22,C000061413,22073.49,19770.27,C000048998,45.91,2349.13,0,0
1,CASH_OUT,437.59,C000020309,97102.26,96664.67,C000029106,1785.86,2223.45,0,0
1,CASH_IN,939.26,C000019479,498.77,0.0,C000053512,4237.29,5176.55,0,0
1,PAYMENT,323.54,C000017217,4879.47,4555.93,C000020582,280.8,604.34,0,0
1,CASH_OUT,2154.24,C000030725,671.39,0.0,C000053056,1835.0,3989.24,0,0
1,CASH_IN,479.36,C000058438,8179.78,7700.41,C000041195,479.76,959.12,0,0
1,CASH_OUT,525.75,C000034073,11181.31,10655.56,C000054425,520.65,1046.4,0,0
1,PAYMENT,46.02,C000031948,9432.08,9386.06,C000030183,279.27,325.29,0,0
1,CASH_OUT,653.12,C000048879,1193.9,540.79,C000038569,258.14,911.26,0,0
1,CASH_OUT,329.22,C000061293,758.57,429.35,C000008466,5414.55,5743.76,0,0
1,CASH_OUT,564.15,C000038118,17719.97,17155.82,C000038720,132814.35,133378.5,0,0
1,CASH_IN,1815.51,C000030843,7072.67,5257.16,C000062498,146.72,1962.23,0,0
1,PAYMENT,583.66,C000020335,1261.02,677.36,C000002872,88.83,672.49,0,0
1,CASH_IN,335.13,C000024534,1589.22,1254.09,C000023324,1745.73,2080.86,0,0
1,CASH_OUT,1090.39,C000032641,1286.16,195.77,C000017093,272.67,1363.06,0,0
1,CASH_IN,410.14,C000061913,17880.92,17470.78,C000028923,26887.8,27297.94,0,0
1,PAYMENT,928.4,C000009075,1187.71,259.3,C000059512,102.51,1030.91,0,0
1,CASH_OUT,162.01,C000053950,1016.99,854.98,C000046513,4086.46,4248.47,0,0
1,CASH_IN,136.48,C000024512,3756.3,3619.82,C000044749,16235.6,16372.08,0,0
1,PAYMENT,302.39,C000038343,590.14,287.75,C000019817,1263.55,1565.94,0,0
1,CASH_OUT,315.52,C000017780,4374.13,4058.61,C000008649,554.47,869.99,0,0
1,CASH_OUT,4565.78,C000008375,1116.0,0.0,C000026806,3544.03,8109.81,0,0
1,TRANSFER,734.14,C000041267,4350.12,3615.98,C000063193,745.07,1479.22,0,0
1,CASH_IN,2829.36,C000056493,7605.64,4776.28,C000035572,3166.07,5995.43,0,0
1,PAYMENT,21341.48,C000009123,3298.82,0.0,C000028165,237.81,21579.3,0,0
1,CASH_IN,166.09,C000053912,860.24,694.16,C000054461,4367.77,4533.86,0,0
1,CASH_OUT,17131.64,C000034957,17131.64,0.0,C000019948,6626.78,23758.43,1,0
1,PAYMENT,1553.86,C000036270,65037.67,63483.8,C000033888,702.16,2256.02,0,0
1,CASH_OUT,418.75,C000031523,5711.88,5293.13,C000014784,1615.98,2034.74,0,0
1,DEBIT,489.49,C000028321,7438.55,6949.07,C000007525,6041.05,6530.54,0,0
1,CASH_IN,1710.76,C000026705,13249.42,11538.66,C000028362,51864.28,53575.04,0,0
1,CASH_OUT,202.92,C000002225,1612.84,1409.92,C000048927,249.29,452.21,0,0
1,PAYMENT,980.73,C000046785,102474.31,101493.58,C000018420,3174.34,4155.07,0,0
1,CASH_OUT,6550.59,C000001100,3191.39,0.0,C000057668,403.3,6953.89,0,0
1,PAYMENT,107.11,C000041915,37361.39,37254.28,C000009325,335.91,443.02,0,0
1,CASH_OUT,1908.39,C000050831,726.79,0.0,C000016611,55850.84,57759.23,0,0
1,TRANSFER,437.1,C000029570,619.31,182.21,C000003736,13271.46,13708.56,0,0
1,CASH_OUT,5300.31,C000023987,239.72,0.0,C000061640,2348.08,7648.39,0,0
1,CASH_OUT,3613.09,C000032138,3102.34,0.0,C000017036,368.06,3981.15,0,0
1,DEBIT,2826.28,C000028314,2710.96,0.0,C000032402,75789.53,78615.81,0,0
1,PAYMENT,395.61,C000027350,113298.81,112903.2,C000048375,1486.09,1881.7,0,0
1,CASH_IN,791.49,C000053619,14586.53,13795.04,C000018466,3124.44,3915.93,0,0
1,PAYMENT,3028.68,C000063205,16409.11,13380.43,C000046870,8085.42,11114.1,0,0
2,CASH_OUT,518.67,C000052924,1207.38,688.71,C000004456,1630.39,2149.06,0,0
2,CASH_OUT,67.45,C000009113,32829.76,32762.3,C000034678,19483.44,19550.9,0,0
2,PAYMENT,143.07,C000002520,11916.01,11772.94,C000011807,11133.66,11276.73,0,0
2,CASH_OUT,16.75,C000062507,201.21,184.46,C000035586,1339.6,1356.34,0,0
2,CASH_OUT,792.52,C000042059,3391.05,2598.53,C000060783,3759.09,4551.61,0,0
2,TRANSFER,489.62,C000016105,15603.42,15113.8,C000050639,1565.99,2055.61,0,0
2,CASH_OUT,3841.12,C000044135,1508.53,0.0,C000064422,1257.12,5098.23,0,0
2,PAYMENT,203.6,C000018469,193.63,0.0,C000038119,94.65,298.25,0,0
2,PAYMENT,721.03,C000019513,7445.4,6724.37,C000056561,2132.76,2853.79,0,0
2,TRANSFER,188.87,C000020231,12172.08,11983.22,C000038299,235401.87,235590.73,0,0
2,PAYMENT,157.63,C000030233,1172.64,1015.01,C000049712,862.42,1020.06,0,0
2,DEBIT,1842.8,C000009365,2437.71,594.91,C000058419,2487.05,4329.85,0,0
2,CASH_OUT,804.15,C000034017,4499.1,3694.95,C000027711,3495.36,4299.51,0,0
2,CASH_IN,18.66,C000006394,1501.02,1482.36,C000054997,19342.77,19361.43,0,0
2,CASH_IN,721.69,C000054748,6825.56,6103.86,C000009244,345.78,1067.47,0,0
2,CASH_OUT,349.79,C000049251,584.06,234.27,C000004457,3319.84,3669.64,0,0
2,PAYMENT,70.6,C000014603,2392.97,2322.36,C000062292,155.9,226.51,0,0
2,CASH_OUT,960.49,C000010608,4428.73,3468.24,C000031177,781.87,1742.37,0,0
2,PAYMENT,327.06,C000031948,2815.95,2488.89,C000049978,712.64,1039.7,0,0
2,CASH_IN,171.09,C000010603,16708.81,16537.72,C000042200,38843.13,39014.22,0,0
2,PAYMENT,240.19,C000031979,1846.38,1606.19,C000046931,12233.84,12474.03,0,0
2,CASH_OUT,657.82,C000032518,359.09,0.0,C000054277,563.17,1220.99,0,0
2,DEBIT,260.61,C000019029,1206.34,945.73,C000009891,194.98,455.59,0,0
2,CASH_OUT,1421.8,C000030653,809.75,0.0,C000039011,1974.11,3395.91,0,0
2,CASH_IN,321.72,C000057036,1828.95,1507.23,C000035328,1008.06,1329.78,0,0
2,TRANSFER,474.68,C000017718,597.93,123.25,C000041062,1847.29,2321.97,0,0
2,CASH_OUT,2739.86,C000036983,812.06,0.0,C000062781,1239.44,3979.3,0,0
2,PAYMENT,1496.55,C000021394,1763.49,266.94,C000055096,946.46,2443.01,0,0
2,CASH_IN,2850.97,C000002423,461.03,0.0,C000013319,3786.45,6637.42,0,0
2,PAYMENT,489.39,C000009756,26316.8,25827.41,C000037877,53951.93,54441.32,0,0
2,PAYMENT,1268.36,C000012318,1292.07,23.7,C000029328,1142.43,2410.8,0,0
